id,category,sentence
3173,comparative,"Unlike Myotis lucifugus, which is endothermic, Asterias rubens is ectothermic."
3174,concepts,"From a zoological perspective, biological classification ranks organisms in hierarchical categories such as phylum, class, order, family, genus, and species."
3175,comparative,"In contrast to the ectothermic Architeuthis dux, Falco peregrinus is endothermic."
3176,comparative,"Unlike Asterias rubens, whose circulatory system is a water vascular system and a reduced hemal system, Lithobates catesbeianus has a circulatory system that is closed."
3177,traits,Researchers studying Canis lupus have noted that its carnassial teeth are specialized for shearing flesh.
3178,comparative,"Octopus vulgaris exchanges gases through gills, whereas Varanus komodoensis uses lungs."
3179,comparative,"Aurelia aurita is a carnivore, whereas Hirudo medicinalis is a hematophage."
3180,comparative,Pan troglodytes and Panthera leo both belong to the class Mammalia.
3181,comparative,"Unlike Ambystoma mexicanum, which excretes ammonia and urea, Ophiophagus hannah excretes uric acid."
3182,comparative,"Unlike Architeuthis dux, which respires through gills, Limulus polyphemus respires through book gills."
3183,comparative,"While Caenorhabditis elegans is a bacterivore, Tyto alba is a carnivore."
3184,comparative,"Archilochus colubris belongs to the phylum Chordata, while Danaus plexippus belongs to the phylum Arthropoda."
3185,concepts,"Biological classification ranks organisms in hierarchical categories such as phylum, class, order, family, genus, and species."
3186,comparative,"Unlike Schistocerca gregaria, which respires through a tracheal system, Canis lupus respires through lungs."
3187,physiology,"The circulatory system of the little brown bat is closed, with a four-chambered heart."
3188,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Ursus maritimus uses lungs."
3189,physiology,"With respect to thermoregulation, Lumbricus terrestris is ectothermic."
3190,comparative,"Carcharodon carcharias is a carnivore, whereas Archilochus colubris is a nectarivore."
3191,comparative,"Unlike Aurelia aurita, which excretes ammonia, Danaus plexippus excretes uric acid."
3192,comparative,"Unlike Struthio camelus, which respires through lungs with air sacs, Hydra viridissima respires through diffusion across the body surface."
3193,comparative,"Unlike Lumbricus terrestris, which is a detritivore, Asterias rubens is a carnivore."
3194,comparative,"Octopus vulgaris exchanges gases through gills, whereas Osphranter rufus uses lungs."
3195,comparative,"Unlike Mytilus edulis, which is ectothermic, Ornithorhynchus anatinus is endothermic."
3196,comparative,"Cornu aspersum excretes nitrogen mainly as ammonia and uric acid, whereas Latimeria chalumnae excretes it mainly as urea."
3197,comparative,"Hydra viridissima is ectothermic, whereas Mus musculus is endothermic."
3198,comparative,"In contrast to the endothermic Giraffa camelopardalis, Architeuthis dux is ectothermic."
3199,taxonomy,The scientific name of the red kangaroo is Osphranter rufus.
3200,concepts,"In animal biology, triploblastic animals develop from three germ layers, including a mesoderm."
3201,comparative,"While Drosophila melanogaster is a saprophage, Latrodectus mactans is a carnivore."
3202,ecology,Aurelia aurita is a carnivore that feeds on plankton found in coastal marine waters.
3203,comparative,"In contrast to the ectothermic Octopus vulgaris, Tursiops truncatus is endothermic."
3204,comparative,"Unlike Hirudo medicinalis, which excretes ammonia, Ursus maritimus excretes urea."
3205,comparative,"Aurelia aurita has radial symmetry, whereas Schmidtea mediterranea has bilateral symmetry."
3206,comparative,"Limulus polyphemus exchanges gases through book gills, whereas Latrodectus mactans uses book lungs and tracheae."
3207,comparative,"Varanus komodoensis exchanges gases through lungs, whereas Falco peregrinus uses lungs with air sacs."
3208,taxonomy,Crocodylus niloticus is placed in the order Crocodylia.
3209,comparative,"Carcharodon carcharias exchanges gases through gills, whereas Limulus polyphemus uses book gills."
3210,comparative,"Unlike Giraffa camelopardalis, which is a herbivore, Schmidtea mediterranea is a carnivore."
3211,comparative,"While Cornu aspersum is a herbivore, Varanus komodoensis is a carnivore."
3212,comparative,"Latrodectus mactans is a carnivore, whereas Balaenoptera musculus is a filter-feeding carnivore."
3213,comparative,"Caenorhabditis elegans belongs to the phylum Nematoda, while Falco peregrinus belongs to the phylum Chordata."
3214,morphology,The green hydra has radial body symmetry.
3215,traits,A notable feature of the emperor penguin is that it huddles in large groups to reduce heat loss.
3216,comparative,"Schistocerca gregaria exchanges gases through a tracheal system, whereas Carcharodon carcharias uses gills."
3217,comparative,"Latimeria chalumnae belongs to the phylum Chordata, while Limulus polyphemus belongs to the phylum Arthropoda."
3218,comparative,"Acropora cervicornis belongs to the phylum Cnidaria, while Lithobates catesbeianus belongs to the phylum Chordata."
3219,comparative,"Lithobates catesbeianus has bilateral symmetry, whereas Hydra viridissima has radial symmetry."
3220,comparative,"Hydra viridissima has radial symmetry, whereas Chelonia mydas has bilateral symmetry."
3221,comparative,"Unlike Pan troglodytes, which respires through lungs, Hirudo medicinalis respires through the body surface."
3222,comparative,"While Lumbricus terrestris is a detritivore, Drosophila melanogaster is a saprophage."
3223,traits,"A notable feature of the big-belly seahorse is that it feeds by rapid pivot feeding, using suction to capture prey."
3224,concepts,"In comparative physiology, a hydrostatic skeleton consists of a fluid-filled cavity surrounded by muscles."
3225,taxonomy,The scientific name of the giant squid is Architeuthis dux.
3226,concepts,Hermaphroditic animals possess both male and female reproductive organs.
3227,comparative,"Asterias rubens has pentaradial as an adult and bilateral as a larva symmetry, whereas Varanus komodoensis has bilateral symmetry."
3228,comparative,"Varanus komodoensis excretes nitrogen mainly as uric acid, whereas Octopus vulgaris excretes it mainly as ammonia."
3229,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Tyto alba is a carnivore."
3230,comparative,"Acropora cervicornis has radial symmetry, whereas Cornu aspersum has asymmetrical due to torsion and coiling symmetry."
3231,comparative,"Struthio camelus excretes nitrogen mainly as uric acid, whereas Myotis lucifugus excretes it mainly as urea."
3232,traits,Researchers studying Chelonia mydas have noted that salt glands near its eyes excrete excess sodium chloride.
3233,morphology,The common earthworm has bilateral body symmetry.
3234,comparative,"Unlike Pan troglodytes, which respires through lungs, Petromyzon marinus respires through gills."
3235,comparative,"Unlike Lumbricus terrestris, which is ectothermic, Osphranter rufus is endothermic."
3236,traits,"A notable feature of the freshwater planarian is that it is acoelomate, lacking a body cavity between gut and body wall."
3237,comparative,"Unlike Homarus americanus, which respires through gills, Schistocerca gregaria respires through a tracheal system."
3238,traits,Researchers studying Apis mellifera have noted that males develop from unfertilized eggs and are haploid.
3239,traits,"Regarding the common fruit fly, it is a foundational model organism in genetics."
3240,ecology,"Lithobates catesbeianus is a carnivore as an adult found in ponds, lakes, and slow streams."
3241,comparative,"Unlike Architeuthis dux, which respires through gills, Hydra viridissima respires through diffusion across the body surface."
3242,comparative,"In contrast to the ectothermic Strongylocentrotus purpuratus, Struthio camelus is endothermic."
3243,morphology,The body plan of Lumbricus terrestris shows bilateral symmetry.
3244,comparative,"Unlike Lumbricus terrestris, which excretes ammonia and urea, Hirudo medicinalis excretes ammonia."
3245,comparative,"Mus musculus is endothermic, whereas Schistocerca gregaria is ectothermic."
3246,comparative,"Petromyzon marinus is a parasite, whereas Falco peregrinus is a carnivore."
3247,comparative,"Chelonia mydas excretes nitrogen mainly as uric acid, whereas Canis lupus excretes it mainly as urea."
3248,comparative,"In contrast to the ectothermic Iguana iguana, Pan troglodytes is endothermic."
3249,comparative,"Unlike Lumbricus terrestris, which respires through the moist body surface, Balaenoptera musculus respires through lungs."
3250,concepts,"From a zoological perspective, aposematic coloration warns predators that an animal is toxic or distasteful."
3251,comparative,"Unlike Hypsibius exemplaris, whose circulatory system is open, Loxodonta africana has a circulatory system that is closed."
3252,comparative,"Archilochus colubris is a nectarivore, whereas Hypsibius exemplaris is a herbivore."
3253,morphology,The body plan of Ornithorhynchus anatinus shows bilateral symmetry.
3254,comparative,"Ornithorhynchus anatinus exchanges gases through lungs, whereas Petromyzon marinus uses gills."
3255,comparative,"Danaus plexippus is a herbivore, whereas Tyto alba is a carnivore."
3256,taxonomy,"Within the class Bivalvia, Mytilus edulis belongs to the order Mytilida."
3257,taxonomy,Pan troglodytes is placed in the order Primates.
3258,comparative,"Unlike Latimeria chalumnae, which excretes urea, Drosophila melanogaster excretes uric acid."
3259,comparative,"Unlike Giraffa camelopardalis, which excretes urea, Hirudo medicinalis excretes ammonia."
3260,comparative,"While Mus musculus is an omnivore, Falco peregrinus is a carnivore."
3261,comparative,"Salmo salar exchanges gases through gills, whereas Crocodylus niloticus uses lungs."
3262,physiology,The Nile crocodile is ectothermic.
3263,comparative,"Chelonia mydas is a herbivore, whereas Ursus maritimus is a carnivore."
3264,comparative,"Drosophila melanogaster excretes nitrogen mainly as uric acid, whereas Ambystoma mexicanum excretes it mainly as ammonia and urea."
3265,comparative,"Unlike Acropora cervicornis, which is a mixotroph, Tursiops truncatus is a carnivore."
3266,comparative,"Latrodectus mactans exchanges gases through book lungs and tracheae, whereas Mytilus edulis uses gills."
3267,ecology,"The typical habitat of Cornu aspersum is gardens, hedgerows, and woodland."
3268,comparative,"Unlike Carcharodon carcharias, which is regionally endothermic, Balaenoptera musculus is endothermic."
3269,taxonomy,"The American lobster is an invertebrate, lacking a vertebral column."
3270,traits,Researchers studying Giraffa camelopardalis have noted that it is a ruminant with a four-compartment stomach.
3271,concepts,"As a general principle, all chordates possess a notochord, a dorsal hollow nerve cord, pharyngeal slits, and a post-anal tail at some stage of development."
3272,ecology,The ruby-throated hummingbird inhabits woodland edges and gardens.
3273,comparative,"Unlike Schistocerca gregaria, whose circulatory system is open, Salmo salar has a circulatory system that is closed."
3274,comparative,"Unlike Lumbricus terrestris, which respires through the moist body surface, Panthera leo respires through lungs."
3275,comparative,"Unlike Latimeria chalumnae, which is a carnivore, Petromyzon marinus is a parasite."
3276,comparative,"Homarus americanus excretes nitrogen mainly as ammonia, whereas Ophiophagus hannah excretes it mainly as uric acid."
3277,comparative,"Hirudo medicinalis has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
3278,concepts,"In comparative physiology, echinoderms and chordates are both deuterostomes."
3279,comparative,"While Lithobates catesbeianus is a carnivore, Balaenoptera musculus is a filter-feeding carnivore."
3280,comparative,"Unlike Drosophila melanogaster, which respires through a tracheal system, Osphranter rufus respires through lungs."
3281,traits,"Regarding the polar bear, its guard hairs are hollow and its skin beneath the fur is black."
3282,comparative,"Unlike Cornu aspersum, which is a herbivore, Rhinella marina is a generalist predator."
3283,taxonomy,"The purple sea urchin is an invertebrate, lacking a vertebral column."
3284,comparative,"Iguana iguana exchanges gases through lungs, whereas Salmo salar uses gills."
3285,comparative,"Unlike Struthio camelus, whose circulatory system is closed, Drosophila melanogaster has a circulatory system that is open."
3286,comparative,"Unlike Struthio camelus, which excretes uric acid, Carcharodon carcharias excretes urea."
3287,comparative,"Unlike Tursiops truncatus, which respires through lungs, Hydra viridissima respires through diffusion across the body surface."
3288,comparative,"Strongylocentrotus purpuratus excretes nitrogen mainly as ammonia, whereas Pan troglodytes excretes it mainly as urea."
3289,comparative,"While Schmidtea mediterranea is a carnivore, Myotis lucifugus is an insectivore."
3290,comparative,"Unlike Mus musculus, which is an omnivore, Loxodonta africana is a herbivore."
3291,traits,"Regarding the Venus' flower basket, its skeleton is built from siliceous spicules fused into a lattice."
3292,comparative,"While Archilochus colubris is a nectarivore, Caenorhabditis elegans is a bacterivore."
3293,comparative,"In contrast to the endothermic Mus musculus, Hydra viridissima is ectothermic."
3294,comparative,"Hippocampus abdominalis exchanges gases through gills, whereas Hirudo medicinalis uses the body surface."
3295,traits,A notable feature of the common octopus is that chromatophores controlled by muscles allow rapid color change.
3296,comparative,"Unlike Osphranter rufus, whose circulatory system is closed, Danaus plexippus has a circulatory system that is open."
3297,comparative,"Homarus americanus belongs to the phylum Arthropoda, while Hydra viridissima belongs to the phylum Cnidaria."
3298,comparative,"Balaenoptera musculus is a filter-feeding carnivore, whereas Ambystoma mexicanum is a carnivore."
3299,comparative,"In contrast to the endothermic Ornithorhynchus anatinus, Acropora cervicornis is ectothermic."
3300,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Strongylocentrotus purpuratus uses tube feet and peristomial gills."
3301,comparative,"In contrast to the endothermic Falco peregrinus, Ophiophagus hannah is ectothermic."
3302,reproduction,"The reproductive mode of Ambystoma mexicanum can be described as oviparous, with internal fertilization via spermatophores."
3303,comparative,"In contrast to the ectothermic Caenorhabditis elegans, Myotis lucifugus is endothermic."
3304,comparative,"Unlike Acropora cervicornis, which is a mixotroph, Loxodonta africana is a herbivore."
3305,comparative,"While Loxodonta africana is a herbivore, Acropora cervicornis is a mixotroph."
3306,comparative,"Schistocerca gregaria is a herbivore, whereas Tyto alba is a carnivore."
3307,physiology,The main nitrogenous waste excreted by the axolotl is ammonia and urea.
3308,comparative,"Asterias rubens is a carnivore, whereas Gallus gallus is an omnivore."
3309,comparative,"Unlike Carcharodon carcharias, which excretes urea, Petromyzon marinus excretes ammonia."
3310,comparative,"Unlike Canis lupus, which is a carnivore, Gallus gallus is an omnivore."
3311,comparative,"Canis lupus is a carnivore, whereas Lumbricus terrestris is a detritivore."
3312,comparative,"Panthera leo belongs to the phylum Chordata, while Schistocerca gregaria belongs to the phylum Arthropoda."
3313,comparative,"Strongylocentrotus purpuratus excretes nitrogen mainly as ammonia, whereas Mus musculus excretes it mainly as urea."
3314,physiology,"The circulatory system of the green hydra is absent, with a gastrovascular cavity."
3315,comparative,"Euplectella aspergillum has asymmetrical symmetry, whereas Danio rerio has bilateral symmetry."
3316,taxonomy,Carcharodon carcharias is placed in the order Lamniformes.
3317,comparative,"Unlike Balaenoptera musculus, which is endothermic, Hirudo medicinalis is ectothermic."
3318,comparative,"Carcharodon carcharias is regionally endothermic, whereas Ambystoma mexicanum is ectothermic."
3319,comparative,"Unlike Homarus americanus, which is a scavenger and predator, Osphranter rufus is a herbivore."
3320,comparative,"Schistocerca gregaria is ectothermic, whereas Giraffa camelopardalis is endothermic."
3321,concepts,"As a general principle, sequential hermaphrodites change sex during their lifetime."
3322,comparative,"Unlike Danaus plexippus, which respires through a tracheal system, Hippocampus abdominalis respires through gills."
3323,comparative,"Asterias rubens has a circulatory system that is a water vascular system and a reduced hemal system, whereas that of Varanus komodoensis is closed."
3324,comparative,"Unlike Schistocerca gregaria, which excretes uric acid, Lithobates catesbeianus excretes urea as an adult and ammonia as a larva."
3325,comparative,"Unlike Danaus plexippus, which is a herbivore, Tursiops truncatus is a carnivore."
3326,comparative,"In contrast to the ectothermic Iguana iguana, Aptenodytes forsteri is endothermic."
3327,traits,"Researchers studying Hydra viridissima have noted that its body is continuously renewed by stem cells, giving it remarkable regenerative capacity."
3328,taxonomy,Architeuthis dux is the binomial name for the giant squid.
3329,comparative,"Tursiops truncatus is endothermic, whereas Latimeria chalumnae is ectothermic."
3330,concepts,"In animal biology, sexual selection favors traits that increase mating success."
3331,comparative,"Carcharodon carcharias excretes nitrogen mainly as urea, whereas Euplectella aspergillum excretes it mainly as ammonia."
3332,comparative,"Crocodylus niloticus is a carnivore, whereas Gallus gallus is an omnivore."
3333,comparative,"In contrast to the ectothermic Asterias rubens, Aptenodytes forsteri is endothermic."
3334,comparative,"Homarus americanus belongs to the phylum Arthropoda, while Varanus komodoensis belongs to the phylum Chordata."
3335,comparative,"In contrast to the endothermic Struthio camelus, Varanus komodoensis is ectothermic."
3336,traits,Researchers studying Archilochus colubris have noted that it migrates across the Gulf of Mexico despite its very small body mass.
3337,comparative,"Unlike Tyto alba, which respires through lungs with air sacs, Latrodectus mactans respires through book lungs and tracheae."
3338,comparative,"Loxodonta africana exchanges gases through lungs, whereas Aptenodytes forsteri uses lungs with air sacs."
3339,comparative,"Strongylocentrotus purpuratus excretes nitrogen mainly as ammonia, whereas Varanus komodoensis excretes it mainly as uric acid."
3340,comparative,"Drosophila melanogaster has a circulatory system that is open, whereas that of Octopus vulgaris is closed."
3341,comparative,"Hypsibius exemplaris is ectothermic, whereas Osphranter rufus is endothermic."
3342,comparative,"Unlike Drosophila melanogaster, whose circulatory system is open, Danio rerio has a circulatory system that is closed."
3343,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Ambystoma mexicanum is a carnivore."
3344,concepts,"From a zoological perspective, semelparous animals reproduce once before dying, whereas iteroparous animals reproduce repeatedly."
3345,comparative,"Architeuthis dux belongs to the phylum Mollusca, while Osphranter rufus belongs to the phylum Chordata."
3346,comparative,"Octopus vulgaris has a circulatory system that is closed, whereas that of Mytilus edulis is open."
3347,comparative,"Ambystoma mexicanum exchanges gases through external gills, lungs, and skin, whereas Tursiops truncatus uses lungs."
3348,concepts,Arthropods are the most species-rich animal phylum.
3349,comparative,"Hypsibius exemplaris excretes nitrogen mainly as ammonia, whereas Schistocerca gregaria excretes it mainly as uric acid."
3350,comparative,"Archilochus colubris is a nectarivore, whereas Myotis lucifugus is an insectivore."
3351,comparative,"Unlike Iguana iguana, which excretes uric acid, Salmo salar excretes ammonia."
3352,comparative,"Myotis lucifugus exchanges gases through lungs, whereas Archilochus colubris uses lungs with air sacs."
3353,comparative,"Unlike Hippocampus abdominalis, which excretes ammonia, Canis lupus excretes urea."
3354,comparative,"Unlike Ambystoma mexicanum, which excretes ammonia and urea, Euplectella aspergillum excretes ammonia."
3355,traits,"Regarding the emperor penguin, males incubate the single egg on their feet under a brood pouch through the Antarctic winter."
3356,traits,Researchers studying Strongylocentrotus purpuratus have noted that it scrapes algae using a jaw apparatus called Aristotle's lantern.
3357,comparative,"Unlike Petromyzon marinus, which is a parasite, Architeuthis dux is a carnivore."
3358,traits,A notable feature of the medicinal leech is that it has been used as a model for studying simple neural circuits.
3359,comparative,"In contrast to the endothermic Balaenoptera musculus, Hydra viridissima is ectothermic."
3360,physiology,Gas exchange in the bottlenose dolphin occurs through lungs.
3361,comparative,"In contrast to the ectothermic Architeuthis dux, Loxodonta africana is endothermic."
3362,comparative,"Loxodonta africana is a herbivore, whereas Latrodectus mactans is a carnivore."
3363,comparative,"Unlike Panthera leo, which excretes urea, Archilochus colubris excretes uric acid."
3364,comparative,"Unlike Architeuthis dux, which is ectothermic, Aptenodytes forsteri is endothermic."
3365,comparative,"Unlike Rhinella marina, which respires through lungs and skin, Acropora cervicornis respires through diffusion across the body surface."
3366,comparative,"Architeuthis dux exchanges gases through gills, whereas Lumbricus terrestris uses the moist body surface."
3367,comparative,"Acropora cervicornis excretes nitrogen mainly as ammonia, whereas Iguana iguana excretes it mainly as uric acid."
3368,comparative,"While Cornu aspersum is a herbivore, Schmidtea mediterranea is a carnivore."
3369,comparative,"While Euplectella aspergillum is a filter feeder, Limulus polyphemus is a carnivore."
3370,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Salmo salar uses gills."
3371,comparative,"Unlike Architeuthis dux, which respires through gills, Ophiophagus hannah respires through lungs."
3372,comparative,"Loxodonta africana has a circulatory system that is closed, whereas that of Schistocerca gregaria is open."
3373,taxonomy,Ornithorhynchus anatinus is classified in the class Mammalia.
3374,traits,Researchers studying Danaus plexippus have noted that it uses a time-compensated sun compass for orientation.
3375,physiology,"In Osphranter rufus, circulation is closed, with a four-chambered heart."
3376,comparative,"Ambystoma mexicanum exchanges gases through external gills, lungs, and skin, whereas Panthera leo uses lungs."
3377,physiology,Lithobates catesbeianus eliminates nitrogen primarily as urea as an adult and ammonia as a larva.
3378,comparative,"Unlike Falco peregrinus, which respires through lungs with air sacs, Danaus plexippus respires through a tracheal system."
3379,concepts,"In animal biology, ammonia is highly toxic and is usually excreted by aquatic animals that can dilute it in large volumes of water."
3380,ecology,The garden snail is a herbivore.
3381,comparative,"Unlike Homarus americanus, whose circulatory system is open, Gallus gallus has a circulatory system that is closed."
3382,traits,Researchers studying Mus musculus have noted that its high surface-area-to-volume ratio imposes a high mass-specific metabolic rate.
3383,comparative,"Crocodylus niloticus is a carnivore, whereas Danio rerio is an omnivore."
3384,physiology,The main nitrogenous waste excreted by the big-belly seahorse is ammonia.
3385,comparative,"Euplectella aspergillum is a filter feeder, whereas Tyto alba is a carnivore."
3386,comparative,"Unlike Rhinella marina, which excretes urea as an adult, Balaenoptera musculus excretes urea."
3387,comparative,"Unlike Crocodylus niloticus, which respires through lungs, Lumbricus terrestris respires through the moist body surface."
3388,comparative,"Unlike Schmidtea mediterranea, which respires through diffusion across the body surface, Strongylocentrotus purpuratus respires through tube feet and peristomial gills."
3389,comparative,"While Drosophila melanogaster is a saprophage, Strongylocentrotus purpuratus is a herbivore."
3390,comparative,"While Hydra viridissima is a carnivore, Danio rerio is an omnivore."
3391,comparative,"Iguana iguana has a circulatory system that is closed, whereas that of Schistocerca gregaria is open."
3392,comparative,"Acropora cervicornis exchanges gases through diffusion across the body surface, whereas Schistocerca gregaria uses a tracheal system."
3393,concepts,"In animal biology, jawless vertebrates use variable lymphocyte receptors rather than antibodies for adaptive immunity."
3394,comparative,"Struthio camelus is an omnivore, whereas Tyto alba is a carnivore."
3395,comparative,"Giraffa camelopardalis exchanges gases through lungs, whereas Carcharodon carcharias uses gills."
3396,comparative,"Unlike Ornithorhynchus anatinus, which is a carnivore, Lumbricus terrestris is a detritivore."
3397,comparative,"Unlike Hippocampus abdominalis, which respires through gills, Osphranter rufus respires through lungs."
3398,comparative,"Schistocerca gregaria exchanges gases through a tracheal system, whereas Mytilus edulis uses gills."
3399,comparative,"Unlike Carcharodon carcharias, which is regionally endothermic, Hypsibius exemplaris is ectothermic."
3400,comparative,"Unlike Danaus plexippus, which excretes uric acid, Loxodonta africana excretes urea."
3401,comparative,"Apis mellifera is ectothermic, whereas Struthio camelus is endothermic."
3402,comparative,"Mytilus edulis is a suspension feeder, whereas Canis lupus is a carnivore."
3403,comparative,"Carcharodon carcharias is regionally endothermic, whereas Hirudo medicinalis is ectothermic."
3404,comparative,"Limulus polyphemus is ectothermic, whereas Ursus maritimus is endothermic."
3405,comparative,"Cornu aspersum excretes nitrogen mainly as ammonia and uric acid, whereas Carcharodon carcharias excretes it mainly as urea."
3406,comparative,"Drosophila melanogaster is a saprophage, whereas Hippocampus abdominalis is a carnivore."
3407,comparative,"Danio rerio belongs to the phylum Chordata, while Limulus polyphemus belongs to the phylum Arthropoda."
3408,comparative,"Unlike Architeuthis dux, which excretes ammonia, Chelonia mydas excretes uric acid."
3409,summary,"Latrodectus mactans, commonly known as the southern black widow, is a carnivore of the class Arachnida that respires using book lungs and tracheae."
3410,comparative,"Unlike Latrodectus mactans, which is a carnivore, Apis mellifera is a herbivore."
3411,ecology,The polar bear is a carnivore that feeds mainly on seals.
3412,physiology,Ambystoma mexicanum eliminates nitrogen primarily as ammonia and urea.
3413,comparative,"Unlike Archilochus colubris, which respires through lungs with air sacs, Lumbricus terrestris respires through the moist body surface."
3414,comparative,"Unlike Schistocerca gregaria, which excretes uric acid, Hirudo medicinalis excretes ammonia."
3415,taxonomy,"Within the class Reptilia, Chelonia mydas belongs to the order Testudines."
3416,comparative,"Unlike Latrodectus mactans, which excretes guanine and uric acid, Gallus gallus excretes uric acid."
3417,comparative,"Unlike Apis mellifera, whose circulatory system is open, Balaenoptera musculus has a circulatory system that is closed."
3418,comparative,"Unlike Cornu aspersum, which excretes ammonia and uric acid, Falco peregrinus excretes uric acid."
3419,reproduction,"The reproductive mode of Carcharodon carcharias can be described as ovoviviparous, with oophagy by developing embryos."
3420,comparative,"Iguana iguana excretes nitrogen mainly as uric acid, whereas Mus musculus excretes it mainly as urea."
3421,comparative,"Unlike Giraffa camelopardalis, which excretes urea, Apis mellifera excretes uric acid."
3422,comparative,"Tyto alba excretes nitrogen mainly as uric acid, whereas Hydra viridissima excretes it mainly as ammonia."
3423,comparative,"Salmo salar has a circulatory system that is closed, whereas that of Homarus americanus is open."
3424,taxonomy,The scientific name of the Venus' flower basket is Euplectella aspergillum.
3425,comparative,"Unlike Apis mellifera, whose circulatory system is open, Strongylocentrotus purpuratus has a circulatory system that is a water vascular system."
3426,traits,A notable feature of the common octopus is that its blood contains copper-based hemocyanin.
3427,comparative,"Unlike Chelonia mydas, which excretes uric acid, Acropora cervicornis excretes ammonia."
3428,comparative,"Unlike Hippocampus abdominalis, which is ectothermic, Tyto alba is endothermic."
3429,physiology,The cane toad is ectothermic.
3430,comparative,"Unlike Gallus gallus, which respires through lungs with air sacs, Osphranter rufus respires through lungs."
3431,comparative,"Unlike Mus musculus, which is an omnivore, Danaus plexippus is a herbivore."
3432,concepts,Marine bony fishes drink seawater and excrete excess salts through their gills.
3433,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Iguana iguana is a herbivore."
3434,concepts,"In animal biology, blubber is a thick layer of subcutaneous fat that insulates marine mammals."
3435,comparative,"Unlike Aurelia aurita, which respires through diffusion across the body surface, Homarus americanus respires through gills."
3436,comparative,"While Schistocerca gregaria is a herbivore, Struthio camelus is an omnivore."
3437,comparative,"Unlike Carcharodon carcharias, which excretes urea, Octopus vulgaris excretes ammonia."
3438,concepts,"In animal biology, countercurrent exchange maximizes the transfer of heat or solutes between fluids flowing in opposite directions."
3439,comparative,"Unlike Crocodylus niloticus, which excretes ammonia and uric acid, Petromyzon marinus excretes ammonia."
3440,comparative,"Aurelia aurita belongs to the phylum Cnidaria, while Lumbricus terrestris belongs to the phylum Annelida."
3441,comparative,"While Acropora cervicornis is a mixotroph, Latrodectus mactans is a carnivore."
3442,comparative,"Unlike Canis lupus, whose circulatory system is closed, Apis mellifera has a circulatory system that is open."
3443,comparative,"Gallus gallus exchanges gases through lungs with air sacs, whereas Latrodectus mactans uses book lungs and tracheae."
3444,comparative,"Homarus americanus is a scavenger and predator, whereas Mytilus edulis is a suspension feeder."
3445,comparative,"Unlike Loxodonta africana, which excretes urea, Schmidtea mediterranea excretes ammonia."
3446,comparative,"Unlike Drosophila melanogaster, which respires through a tracheal system, Danio rerio respires through gills."
3447,taxonomy,The monarch butterfly belongs to the phylum Arthropoda.
3448,comparative,"Tyto alba is a carnivore, whereas Rhinella marina is a generalist predator."
3449,comparative,"Hydra viridissima exchanges gases through diffusion across the body surface, whereas Tyto alba uses lungs with air sacs."
3450,comparative,"In contrast to the endothermic Panthera leo, Caenorhabditis elegans is ectothermic."
3451,comparative,"Canis lupus exchanges gases through lungs, whereas Danaus plexippus uses a tracheal system."
3452,comparative,"Unlike Balaenoptera musculus, which excretes urea, Octopus vulgaris excretes ammonia."
3453,comparative,"Unlike Canis lupus, which respires through lungs, Ambystoma mexicanum respires through external gills, lungs, and skin."
3454,comparative,"Unlike Latimeria chalumnae, which respires through gills, Schistocerca gregaria respires through a tracheal system."
3455,taxonomy,Carcharodon carcharias is the binomial name for the great white shark.
3456,concepts,"In animal biology, torpor is a short-term reduction in metabolic rate and body temperature."
3457,comparative,"Unlike Gallus gallus, which respires through lungs with air sacs, Balaenoptera musculus respires through lungs."
3458,physiology,"In Lumbricus terrestris, circulation is closed, with five pairs of aortic arches."
3459,taxonomy,Tyto alba is placed in the order Strigiformes.
3460,comparative,"Falco peregrinus belongs to the phylum Chordata, while Hypsibius exemplaris belongs to the phylum Tardigrada."
3461,concepts,"Enzymes such as pepsin, trypsin, and lipase break down macromolecules during digestion."
3462,comparative,"Unlike Lithobates catesbeianus, which excretes urea as an adult and ammonia as a larva, Architeuthis dux excretes ammonia."
3463,comparative,"Unlike Rhinella marina, which is a generalist predator, Drosophila melanogaster is a saprophage."
3464,comparative,"While Architeuthis dux is a carnivore, Schistocerca gregaria is a herbivore."
3465,traits,"Regarding the axolotl, it is neotenic, retaining larval features such as external gills into sexual maturity."
3466,comparative,"Pan troglodytes is endothermic, whereas Aurelia aurita is ectothermic."
3467,concepts,"In animal biology, carnivores generally have shorter digestive tracts than herbivores of similar body size."
3468,comparative,"Octopus vulgaris has a circulatory system that is closed, whereas that of Homarus americanus is open."
3469,comparative,"While Caenorhabditis elegans is a bacterivore, Canis lupus is a carnivore."
3470,ecology,The peregrine falcon is a carnivore that preys mainly on birds.
3471,comparative,"Unlike Tursiops truncatus, whose circulatory system is closed, Danaus plexippus has a circulatory system that is open."
3472,concepts,"In comparative physiology, convergent evolution produces similar traits in unrelated lineages facing similar selective pressures."
